2025-08-16 15:48:24 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-16 15:48:35 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:36 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:37 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:38 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:39 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:40 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:41 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:42 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:43 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:43 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_COMPATIBILITY_ERROR - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:48:44 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_CLOSED_GRACEFUL - CallSid: bf2d8d816b04cdf278a7662d9b2c198g
2025-08-16 15:57:49 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-16 15:57:50 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] CUSTOMER_DATA_FOUND_DATABASE - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:51 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_START - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:51 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_SUCCESS - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:51 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:52 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:53 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:54 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:56 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:57 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:58 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:57:59 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:58:00 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:58:01 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:58:02 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:58:03 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] STOP_EVENT_IGNORED - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:58:03 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_COMPATIBILITY_ERROR - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 15:58:04 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_CLOSED_GRACEFUL - CallSid: d95b23712d247e8376bd83de7a2b198g
2025-08-16 16:14:37 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-16 16:14:39 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] CUSTOMER_DATA_FOUND_DATABASE - CallSid: 07d798731a3c9b620c052f6e1282198g
2025-08-16 16:14:39 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_START - CallSid: 07d798731a3c9b620c052f6e1282198g
2025-08-16 16:14:49 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_SUCCESS - CallSid: 07d798731a3c9b620c052f6e1282198g
2025-08-16 16:14:49 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: 07d798731a3c9b620c052f6e1282198g
2025-08-16 16:14:52 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: 07d798731a3c9b620c052f6e1282198g
2025-08-16 16:14:52 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] LANGUAGE_DETECTED - CallSid: 07d798731a3c9b620c052f6e1282198g
2025-08-16 16:15:33 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] EMI_DETAILS_ERROR - CallSid: 07d798731a3c9b620c052f6e1282198g
2025-08-16 16:15:33 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_COMPATIBILITY_ERROR - CallSid: 07d798731a3c9b620c052f6e1282198g
2025-08-16 16:15:34 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_CLOSED_GRACEFUL - CallSid: 07d798731a3c9b620c052f6e1282198g
2025-08-16 16:58:16 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-16 16:58:17 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] CUSTOMER_DATA_FOUND_DATABASE - CallSid: 12db7ae164d543539b1a5c9ac996198g
2025-08-16 16:58:17 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_START - CallSid: 12db7ae164d543539b1a5c9ac996198g
2025-08-16 16:58:28 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_SUCCESS - CallSid: 12db7ae164d543539b1a5c9ac996198g
2025-08-16 16:58:28 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: 12db7ae164d543539b1a5c9ac996198g
2025-08-16 16:58:31 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: 12db7ae164d543539b1a5c9ac996198g
2025-08-16 16:58:31 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] LANGUAGE_DETECTED - CallSid: 12db7ae164d543539b1a5c9ac996198g
2025-08-16 16:59:34 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] EMI_DETAILS_ERROR - CallSid: 12db7ae164d543539b1a5c9ac996198g
2025-08-16 16:59:41 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] EMI_DETAILS_FALLBACK_ERROR - CallSid: 12db7ae164d543539b1a5c9ac996198g
2025-08-16 16:59:41 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_COMPATIBILITY_ERROR - CallSid: 12db7ae164d543539b1a5c9ac996198g
2025-08-16 16:59:42 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_CLOSED_GRACEFUL - CallSid: 12db7ae164d543539b1a5c9ac996198g
2025-08-16 17:27:34 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-16 17:27:35 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] CUSTOMER_DATA_FOUND_DATABASE - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:35 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_START - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:47 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_SUCCESS - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:47 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:48 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:49 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:51 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:51 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:52 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:53 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:54 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:55 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:56 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:57 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:58 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:27:59 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:28:02 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:28:02 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:28:03 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:28:04 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:28:05 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:28:06 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:28:07 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:28:08 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] STOP_EVENT_IGNORED - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:28:08 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_COMPATIBILITY_ERROR - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:28:09 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_CLOSED_GRACEFUL - CallSid: da028f8a80f9b4cc33f3409e7dec198g
2025-08-16 17:56:53 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-16 17:56:54 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] CUSTOMER_DATA_FOUND_DATABASE - CallSid: c700555d8fda9a8b4fbc81a41011198g
2025-08-16 17:56:54 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_START - CallSid: c700555d8fda9a8b4fbc81a41011198g
2025-08-16 17:57:04 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_SUCCESS - CallSid: c700555d8fda9a8b4fbc81a41011198g
2025-08-16 17:57:04 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: c700555d8fda9a8b4fbc81a41011198g
2025-08-16 17:57:09 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: c700555d8fda9a8b4fbc81a41011198g
2025-08-16 17:57:09 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] LANGUAGE_DETECTED - CallSid: c700555d8fda9a8b4fbc81a41011198g
2025-08-16 17:57:49 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] EMI_DETAILS_ERROR - CallSid: c700555d8fda9a8b4fbc81a41011198g
2025-08-16 17:57:54 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] EMI_DETAILS_FALLBACK_ERROR - CallSid: c700555d8fda9a8b4fbc81a41011198g
2025-08-16 17:57:54 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_COMPATIBILITY_ERROR - CallSid: c700555d8fda9a8b4fbc81a41011198g
2025-08-16 17:57:55 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_CLOSED_GRACEFUL - CallSid: c700555d8fda9a8b4fbc81a41011198g
2025-08-16 18:19:15 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-16 18:19:16 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] CUSTOMER_DATA_FOUND_DATABASE - CallSid: 483a348a4ec9655ed98fbfff0418198g
2025-08-16 18:19:17 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_START - CallSid: 483a348a4ec9655ed98fbfff0418198g
2025-08-16 18:19:37 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_SUCCESS - CallSid: 483a348a4ec9655ed98fbfff0418198g
2025-08-16 18:19:37 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: 483a348a4ec9655ed98fbfff0418198g
2025-08-16 18:19:40 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: 483a348a4ec9655ed98fbfff0418198g
2025-08-16 18:19:40 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] LANGUAGE_DEFAULT_USED - CallSid: 483a348a4ec9655ed98fbfff0418198g
2025-08-16 18:20:36 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] EMI_DETAILS_SENT - CallSid: 483a348a4ec9655ed98fbfff0418198g
2025-08-16 18:20:36 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_COMPATIBILITY_ERROR - CallSid: 483a348a4ec9655ed98fbfff0418198g
2025-08-16 18:20:37 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_CLOSED_GRACEFUL - CallSid: 483a348a4ec9655ed98fbfff0418198g
2025-08-16 22:53:21 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-16 22:53:23 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] CUSTOMER_DATA_FOUND_DATABASE - CallSid: 4a04f481c108c0716e2af76bbb28198g
2025-08-16 22:53:23 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_START - CallSid: 4a04f481c108c0716e2af76bbb28198g
2025-08-16 22:53:44 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_SUCCESS - CallSid: 4a04f481c108c0716e2af76bbb28198g
2025-08-16 22:53:44 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_COMPATIBILITY_ERROR - CallSid: 4a04f481c108c0716e2af76bbb28198g
2025-08-16 22:53:45 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_CLOSED_GRACEFUL - CallSid: 4a04f481c108c0716e2af76bbb28198g
2025-08-17 13:11:06 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-17 13:11:07 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] CUSTOMER_DATA_FOUND_DATABASE - CallSid: 815aadb9d2f00da861ff98d25752198h
2025-08-17 13:11:07 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_START - CallSid: 815aadb9d2f00da861ff98d25752198h
2025-08-17 13:11:18 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_SUCCESS - CallSid: 815aadb9d2f00da861ff98d25752198h
2025-08-17 13:11:18 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: 815aadb9d2f00da861ff98d25752198h
2025-08-17 13:11:30 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: 815aadb9d2f00da861ff98d25752198h
2025-08-17 13:11:30 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] LANGUAGE_DETECTED - CallSid: 815aadb9d2f00da861ff98d25752198h
2025-08-17 13:12:00 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] EMI_DETAILS_ERROR - CallSid: 815aadb9d2f00da861ff98d25752198h
2025-08-17 13:12:00 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_COMPATIBILITY_ERROR - CallSid: 815aadb9d2f00da861ff98d25752198h
2025-08-17 13:12:01 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_CLOSED_GRACEFUL - CallSid: 815aadb9d2f00da861ff98d25752198h
2025-08-18 03:41:11 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-18 03:41:11 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] CUSTOMER_DATA_FOUND_DATABASE - CallSid: d16578ccec5608db38825a8a046e198i
2025-08-18 03:41:11 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_START - CallSid: d16578ccec5608db38825a8a046e198i
2025-08-18 03:41:22 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_SUCCESS - CallSid: d16578ccec5608db38825a8a046e198i
2025-08-18 03:41:22 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: d16578ccec5608db38825a8a046e198i
2025-08-18 03:41:22 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_COMPATIBILITY_ERROR - CallSid: d16578ccec5608db38825a8a046e198i
2025-08-18 03:41:23 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] WEBSOCKET_CLOSED_GRACEFUL - CallSid: d16578ccec5608db38825a8a046e198i
2025-08-20 00:46:07 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] START_MESSAGE_RECEIVED - CallSid: unknown
2025-08-20 00:46:08 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] CUSTOMER_DATA_FOUND_DATABASE - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:08 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_START - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:11 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INITIAL_GREETING_SUCCESS - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:11 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:13 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:13 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:14 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:15 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:17 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:17 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:19 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:19 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:21 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:21 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] LANGUAGE_DETECTED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:21 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] LANGUAGE_SWITCH_DETECTED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:23 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] GREETING_REPLAYED_NEW_LANG - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:24 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] FINAL_LANGUAGE_SET - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:36 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] EMI_DETAILS_SENT - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:36 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:36 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INTENT_DETECTED_CLAUDE - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:36 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] AGENT_QUESTION_UNCLEAR_REPEAT - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:40 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:40 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] INTENT_DETECTED_CLAUDE - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:40 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] AGENT_QUESTION_UNCLEAR_REPEAT - CallSid: de17a58e9f0c2df0933db72b3cd5198k
2025-08-20 00:46:43 | INFO     | voice_assistant.calls | log_call_event:200 | [CALL] TRANSCRIPT_RECEIVED - CallSid: de17a58e9f0c2df0933db72b3cd5198k
